class,b,c,d,e,f,g,h,i,k,k,l,m,n,o,p
0,76,1,5.93,19724,0.002168212,13.08064222,2.372162004,32.93030632,-15.18428767,65.04683979,7.370657788,14.91903113,0.570780442,5.217918583,192.0890542
0,76,1,5.97,19724,0.002042237,11.1068229,3.095085721,22.67748682,-13.58885156,43.86083589,9.656402683,25.72325338,0.224146686,3.639852372,129.8336867
0,76,1,6.15,19724,0.00205232,11.20523163,5.008342568,16.52999693,-13.04019369,37.69800331,14.52304611,15.40433258,0.730224478,6.599303472,174.653572
0,76,1,5.71,20310,0.001513201,18.25474003,1.229037329,23.56678806,-18.9633547,63.51591761,-0.441333399,31.10152761,0.7321486,3.213710915,234.4546855
0,76,1,5.81,20310,0.001606842,20.7027514,0.902182013,19.96758674,-18.5452017,33.96544949,1.38329891,11.76210805,0.609469868,3.442064271,270.9122098
0,76,1,5.65,20310,0.001542899,21.22485801,5.496801971,22.96828672,-17.06298771,57.04669688,-0.2011637,19.2018193,0.513709392,5.407429863,193.6099573
0,76,1,5.91,20311,0.001911661,17.28944177,2.164858053,21.03986947,-16.74933681,62.87963535,9.887582939,15.10806073,0.614530458,5.397414549,211.9323857
0,76,1,5.57,20311,0.001393103,21.7088481,5.344241458,21.09457601,-15.90743599,58.4657235,-0.12397249,26.11011278,0.566685314,3.889660853,172.3356693
0,76,1,5.97,20311,0.001959294,19.71266548,4.815655496,26.1187806,-16.36206489,56.48211321,1.937108085,25.28274006,0.537509992,4.460303675,217.9218134
0,76,1,4.51,20370,0.001954898,8.51861797,-0.954248167,10.82399222,-13.4272849,22.57131906,15.01525278,62.50547818,0.145118796,8.338053387,113.9941066
0,76,1,5.97,20370,0.00341946,4.54198863,0.349305377,21.88960285,-10.79264986,43.1825317,16.30215988,54.79271928,0.06663296,7.560837529,111.8897379
0,76,1,5.97,20370,0.003300563,3.089516935,6.62392161,22.94763425,-9.661523289,41.22507274,11.67444581,93.7021501,0.150080251,5.316032394,210.4168858
0,76,1,5.97,20370,0.002240849,5.579214278,2.938221605,27.22190256,-9.801534141,50.61709789,12.9035624,56.85095129,0.323779526,8.063232428,165.3505972
0,76,1,5.95,20428,0.002836976,7.427673223,-6.944634357,44.01163492,-17.36959584,77.44502247,4.3970698,47.1142402,0.056490936,6.314038482,188.4877558
0,76,1,5.97,20428,0.001630304,9.186455074,-5.102605767,41.64618926,-15.45420268,68.55583429,4.755431029,29.53808696,0.040496315,6.683999305,208.7116216
0,76,1,5.97,20428,0.001875988,11.14044504,-5.106042307,38.06289476,-13.67998172,77.07250146,10.6442897,23.43223284,0.044664712,7.954653709,234.405263
0,76,1,6.01,20428,0.002326738,11.3320724,0.513407566,34.19235793,-12.78387898,56.7093865,10.51784439,22.88382155,0.060993645,6.796280685,150.1205242
1,76,2,6.01,18461,0.002255933,18.32351293,-2.133640788,22.44475876,-10.19989524,79.83671302,4.006734938,12.95308133,0.815597615,3.940930438,309.9299751
1,76,2,5.97,18461,0.001967047,18.66344346,-1.878794003,25.61388124,-11.35334406,100.4252116,7.160172645,13.81295639,0.59715302,3.619323276,228.9906951
1,76,2,6.01,18461,0.001461828,17.58674709,1.057651483,24.84354393,-11.32935583,50.09648135,8.875931733,12.01524695,0.626001796,3.638156174,217.4337063
1,76,2,4.95,18462,0.001609348,18.00489024,6.76078141,27.87750015,-11.78086936,49.87861377,10.84905725,15.90367991,0.643334497,3.180632325,222.4955108
1,76,2,5.77,18462,0.001708386,19.68922538,3.471038497,35.45892398,-13.00144094,66.67329712,12.64343756,17.60901713,0.800447586,3.284764119,220.3321248
1,76,2,5.59,18462,0.002037324,18.61626396,2.97462801,33.68862816,-12.20501366,70.54722813,9.854217367,18.46461099,0.509959549,4.529668284,343.7868769
1,76,2,5.97,18462,0.001863472,16.93788863,6.746860583,25.84489852,-10.94031214,74.72242988,13.92097331,14.05834235,0.589722594,3.324950963,221.0905157
1,76,1,5.51,18758,0.003108287,10.85411474,-3.060568462,23.51538344,-15.44219126,48.37345126,8.238036552,37.01816877,0.108182347,3.506508311,159.0369182
1,76,1,5.97,18758,0.003071025,14.09596134,-2.717013516,22.82220202,-14.01121808,62.4135771,6.993410535,28.53034656,0.579505766,2.693277536,122.2846472
1,76,1,5.97,18759,0.003134808,16.27627177,-0.647358521,19.55456503,-14.94955843,57.77645524,3.487214351,30.81631629,0.054169921,5.627784249,116.6418828
1,76,1,5.97,18759,0.003946013,16.10056679,-3.391870125,18.68334043,-14.50585618,53.72240767,5.082044313,30.07125894,0.06583071,3.289204874,148.1661953
1,76,1,5.25,18759,0.003129927,17.74273454,1.159871102,25.13707963,-15.02033975,93.35245909,1.471875703,35.45814857,0.078540362,2.82816672,148.36586
0,72,1,5.97,16718,0.002067845,14.18982377,-1.132418923,60.73922017,-8.701910353,102.1515427,12.22168232,16.57860927,0.475089842,5.637445382,189.5591052
0,72,1,5.97,16718,0.002665428,16.34018862,-7.179794574,61.00156547,-7.013349971,108.3439785,20.12177252,19.40326647,0.271636788,4.547562426,261.5854056
0,72,1,5.79,16718,0.002014854,11.50394577,0.02025062,44.92476961,-7.069539583,92.11440966,21.86765205,20.52556001,0.479550558,4.202091796,234.1656957
0,72,1,5.97,16764,0.001871305,15.64321393,7.267453566,12.41389825,-11.49480271,78.50180753,14.22866794,32.27436669,0.522789082,5.347663988,183.2523981
0,72,1,5.75,16764,0.001418303,13.91099032,9.254492622,11.65443883,-11.42080721,39.42818069,2.19985785,32.80742026,0.456663217,5.10688637,181.2333035
0,72,1,5.97,16764,0.001978639,16.23358332,15.1691695,12.33165435,-8.797261199,81.46353153,15.67068938,23.20976826,0.601245039,5.055757791,177.1634479
0,72,1,5.97,16693,0.002238664,5.555236713,4.689169185,17.44679158,-18.14917917,38.8326668,22.31998893,30.85468992,0.456458749,6.008339576,173.9740585
0,72,1,5.97,16693,0.002161694,8.121784185,7.026093932,19.79836381,-16.50870098,71.35618509,15.45681753,33.98153947,0.048797751,4.896379572,190.4115415
0,72,1,6.01,16696,0.002271617,9.673085362,-9.32002242,39.3571144,-10.37397498,173.2637379,2.98981093,2.218580346,0.595174298,4.411293394,277.3268843
0,72,1,5.97,16696,0.002694099,8.024476886,0.607020847,34.96549339,-9.174956028,137.0512275,6.484644839,11.44441419,0.601242064,4.295266438,272.2308815
0,72,1,5.97,16696,0.002881408,6.264383325,-2.487871144,19.47209601,-7.994009241,44.72989802,11.64973305,14.12310567,0.610363987,3.829906968,214.7741625
0,72,1,5.97,16696,0.002692169,6.228638255,-4.335806324,37.70262203,-9.712405501,93.53167356,4.519569062,3.18169316,0.59699677,4.519533339,235.5535509
0,72,1,6.01,16876,0.002424883,16.00981717,-4.49849556,25.45222599,-18.87111078,90.45642207,19.74773531,23.53956683,0.695679009,4.317435259,204.1024352
0,72,1,5.79,16876,0.002529227,13.68898146,-7.468542822,15.99442095,-18.57762263,42.23198766,19.4570897,20.72911985,0.73563232,2.96724808,221.4635227
0,72,1,5.61,16876,0.002843209,7.364359282,-9.813655492,15.20569373,-19.00686622,108.9188589,23.77010952,20.9214939,0.560154918,3.608034208,211.533705
0,72,1,4.73,16876,0.002750133,8.929389414,-11.84441397,11.27333498,-18.93027196,29.34212092,21.24155488,18.83084407,0.592450144,3.064917091,196.301878
0,72,1,5.65,16931,0.001745542,27.25254164,-3.482796155,48.49980947,-13.32767963,340.1231256,14.25908727,10.7454852,0.476797779,4.600855566,256.9344976
0,72,1,5.95,16931,0.001778247,28.24350568,-3.556145598,41.26137664,-12.11782069,104.8341455,-7.534448601,7.512931618,0.483562689,4.794891816,266.072532
0,72,1,5.97,16931,0.001400608,19.2854247,-0.488631136,50.02078974,-10.40075738,203.893748,-0.068163767,10.98804386,0.666700944,4.593895771,280.6531544
0,72,1,5.95,16932,0.00144417,21.65024309,-6.834466952,28.12183037,-10.79885522,105.9539498,4.550050817,19.28448359,0.51088222,4.661886397,212.7102372
0,72,1,5.97,16932,0.001806511,25.62455554,4.735352703,39.03263807,-9.508367578,165.0465259,8.844071513,16.80976055,0.641732986,3.382182058,258.9113017
0,72,1,5.73,16932,0.001833052,28.68982786,4.46500045,31.02560506,-8.874845929,89.59729873,8.631475262,14.74511821,0.527294157,4.409821449,220.3786533
0,72,1,5.97,16932,0.002286656,19.32409794,-1.328913539,33.80227574,-13.61441315,148.9474001,0.158261721,9.291944876,0.492451007,4.773706957,301.4264437
0,72,1,5.97,17031,0.001618979,29.80968536,4.930694333,16.30546614,-12.44335473,153.6824923,7.402815902,23.81282502,0.619969435,3.905322822,147.0139559
0,72,1,5.97,17031,0.001561301,16.21940922,5.164942252,12.1687408,-12.14929566,47.66768178,6.089539452,19.68394071,0.680498343,3.477214765,187.9956763
0,72,1,5.97,17031,0.002791701,20.13428651,10.18359113,9.689881752,-12.8815193,56.45179447,5.941094439,19.93871833,0.70134165,4.266477955,227.0938495
0,72,1,5.97,17031,0.001692345,22.62139748,6.792118867,13.31619988,-13.23065567,146.1039038,6.560428103,18.67402549,0.749521193,4.028665005,163.3073056
0,72,1,5.97,17091,0.001699544,14.42762065,-0.164402374,20.54595793,-9.333262167,128.0855357,8.093343699,17.81809546,0.565237525,5.940415223,235.7666099
0,72,1,5.85,17091,0.001932804,12.4199192,11.55869787,20.02474932,-11.95931182,44.81153663,3.58505762,12.04385443,0.641278009,5.161824708,218.2532965
0,72,1,5.97,17091,0.001791236,14.92115849,17.54530915,18.37380911,-10.61134071,30.13876953,9.614772661,5.170072013,0.591424255,4.100191492,147.758327
0,72,1,5.97,17091,0.001988958,17.60888281,10.1404752,18.31627807,-9.776327351,32.19181655,22.06210485,8.124022168,0.508065577,5.503662779,225.6431802
0,72,1,5.97,17237,0.001793638,24.01885498,-12.85387793,21.46016593,-13.23190755,129.2645656,10.33526989,21.08868101,0.513071244,4.240772533,191.5964722
0,72,1,5.67,17237,0.00212242,22.2288154,-3.841093534,27.20270322,-13.29037904,140.9979009,4.878296487,16.1415254,0.438011232,4.622371641,231.6806466
0,72,1,5.97,17237,0.002252585,24.56857685,-12.31649541,33.699563,-14.3417638,138.1376326,9.508693533,16.00611728,0.415821885,3.913463798,189.2765808
0,72,1,5.97,17237,0.001333124,21.86643295,-8.352412432,24.24805823,-15.01558006,164.4741636,7.902294334,17.48876818,0.347496745,4.396065682,129.4934297
0,72,1,5.97,17304,0.002389431,9.516168647,-3.666238843,10.51068256,-10.37433479,24.93719778,9.608367431,36.36048631,0.666927664,3.15647752,244.1592693
0,72,1,5.87,17304,0.003423053,-1.429434568,5.185273323,13.82389822,-7.895007604,35.25541112,9.992998814,32.39199824,0.513558906,4.165720089,221.7913997
0,72,1,5.97,17304,0.003178937,-4.824998076,9.501113753,12.19722733,-9.829532667,39.81996492,0.721343172,40.05309913,0.657757427,2.976276542,232.9206116
0,72,1,5.49,17304,0.002396796,3.845498602,0.936184971,10.18042581,-11.58780172,16.21874376,-0.946712886,25.24553975,0.485097503,4.141633644,217.5191635
0,72,1,5.97,17357,0.001891137,16.22870327,7.603337073,11.1547578,-7.31409892,23.09061204,28.16505671,17.20599828,0.553328635,4.415918045,277.0416734
0,72,1,5.97,17357,0.002391378,13.11907611,3.065611859,14.83647369,-7.070825445,30.17971146,25.44490571,14.79515427,0.555114941,3.683038569,312.9144619
0,72,1,5.97,17357,0.001907486,16.33036575,2.893854607,11.08269443,-7.966956632,42.74240025,24.81281373,17.04695856,0.542060302,3.079738243,354.0783076
0,72,1,5.97,17360,0.002136723,14.1952067,6.739139061,10.9527725,-10.0774388,25.07288581,26.24235137,18.51401408,0.729132068,3.895686047,208.3169685
0,72,1,5.97,17360,0.002069751,16.19125449,7.324316795,17.76061679,-10.96165851,35.72890929,28.54457557,19.75295834,0.663637821,5.056558734,280.3517235
0,72,1,6.05,17360,0.002368028,21.05165653,0.512675719,20.22068286,-10.14553786,62.95297634,24.88492402,17.77249336,0.565768882,4.429269683,255.2479129
0,72,1,5.97,17360,0.002099378,23.03283092,-1.967541486,19.81521992,-9.313356504,43.95435597,25.71060775,19.29260189,0.494447983,5.050474136,413.1480979
0,72,1,5.97,17408,0.001316315,28.96120599,1.549178203,22.55222424,-11.33307746,135.5887508,8.055801307,12.53660433,0.503429528,3.146004636,204.1679906
0,72,1,5.97,17408,0.001996421,21.83160364,2.88126218,20.6935601,-10.19634269,50.06484672,4.999500287,15.56566539,0.472620522,3.499785482,279.4888847
0,72,1,5.85,17408,0.001333446,26.29650466,0.748705403,24.21766077,-9.128435708,66.43075425,5.475036066,11.25957007,0.611021977,3.080910536,295.8308783
0,72,1,6.01,17408,0.001910293,20.52923864,5.12679845,21.80371854,-11.33093283,68.35080984,6.660291917,20.66556092,0.741562803,3.325415586,246.266165
0,72,1,6.01,17730,0.00174619,15.01877968,5.721509286,72.67720526,-9.431356706,157.8355614,7.315767202,22.70235474,0.534524943,5.735218713,246.0396858
0,72,1,5.97,17730,0.001716916,10.59302951,7.091225667,80.8581432,-13.75224868,149.4762257,5.173403203,16.28871155,0.47195335,4.808306939,290.4415998
0,72,1,5.97,17730,0.001776104,2.504187869,7.979122394,61.58148087,-12.69900258,95.82194454,29.68403011,19.41870432,0.488408619,3.985224888,239.1562829
0,72,1,6.11,17730,0.001756286,12.6976712,11.5288612,57.47164997,-12.06565523,113.0894645,13.3665375,17.95755489,0.528566891,4.271528535,292.8462315
0,72,1,6.01,17771,0.001861377,14.7531253,14.11909807,10.63007929,-6.040173651,57.58131936,14.09031898,15.21443354,0.631154706,5.913089303,244.8158336
0,72,1,5.97,17771,0.001895948,14.91378548,10.78804776,10.62860538,-8.709924992,26.74277469,15.5657193,11.69371853,0.623026762,5.834665862,176.7250556
0,72,1,5.41,17771,0.002716561,16.24615058,6.87500094,8.790168862,-9.118905407,25.28187302,14.90849161,10.21822038,0.674924543,6.36752577,146.4618565
0,72,1,5.97,17771,0.002123718,20.25241116,16.7193273,13.49675205,-10.77550408,35.22206897,18.81973241,13.87370537,0.480390846,6.08522169,233.8160255
0,72,1,5.97,17811,0.002778986,20.89535349,-5.594827604,59.38979587,-11.86162902,154.8559351,14.26843496,5.915923608,0.631009259,4.022021035,162.8462337
0,72,1,5.65,17811,0.002886735,29.11615883,-9.629764679,66.22460669,-10.47326184,190.2592549,15.66346442,3.364582944,0.596393037,3.476399182,193.1409272
0,72,1,5.97,17811,0.002988629,27.01586989,-11.29165916,65.59062808,-10.33278446,145.9875052,19.43068902,3.113500153,0.433323678,3.092970755,185.3940576
0,72,1,5.57,17811,0.002474941,32.6864082,-1.925012675,63.13280583,-10.06750294,143.5988607,9.445115021,1.648862331,0.474404378,3.828945033,203.745228
0,72,1,5.97,17863,0.0017256,13.18880419,7.697244346,10.83793034,-10.43467568,25.94369515,23.72698173,45.94645914,0.416291929,4.774947796,240.4931526
0,72,1,5.97,17863,0.002016849,18.95703491,6.951705703,10.99638135,-8.001175776,35.09944077,19.1927524,18.14365862,0.368078029,4.626916851,245.7237022
0,72,1,5.55,17863,0.001997274,14.93361131,7.648742758,10.22447938,-10.60380649,40.91676415,0.71710573,15.16641227,0.410589032,3.310015755,260.4892282
0,72,1,5.97,17952,0.001494744,11.23569944,4.42708248,25.55687467,-13.65932956,127.4411097,17.29478427,18.94513057,0.297404478,5.391672478,196.2163849
0,72,1,5.69,17952,0.002241423,11.50391257,-1.696025842,17.00702462,-13.02546801,49.11801682,9.260073087,17.51285159,0.395029871,5.410374718,206.3504396
0,72,1,5.97,17952,0.001885336,10.1800115,6.527485494,14.13389222,-14.96864146,57.16471569,6.5842749,21.46646895,0.323260672,4.93359391,191.3412701
0,72,1,5.97,17952,0.00191379,10.40605942,-3.436955492,17.84881582,-11.35409771,91.57243365,15.2167211,14.94254788,0.333526849,4.884643262,120.462711
0,72,1,5.93,18050,0.001785044,20.52391425,-0.27567229,24.69858394,-8.372936471,83.21193492,11.49692922,13.70464383,0.517853854,4.516431463,337.6860125
0,72,1,5.57,18050,0.001691994,30.914009,-3.968563086,15.26469382,-6.627171278,40.73803649,5.66691557,15.09839599,0.571955824,3.960431679,245.5942033
0,72,1,5.97,18050,0.001561244,29.06839537,-3.425082795,19.0799402,-5.999248614,35.294904,3.802969514,12.45403273,0.313435866,2.819899102,222.6527269
0,72,1,6.01,18050,0.00165198,27.3562991,-2.728743437,21.29915157,-6.249940273,52.98065286,5.870193996,10.9908229,0.577338043,3.727560801,241.0019227
0,72,1,5.97,18090,0.001960755,17.83866383,6.950619298,10.49894495,-11.15421235,20.52589759,21.77096543,37.29692086,0.549359068,5.207272727,161.5497229
0,72,1,5.97,18090,0.002465239,21.22314412,5.391760805,14.02081276,-13.29450223,68.0990443,13.21437203,21.97894114,0.395555849,5.348769646,188.0035165
0,72,1,5.95,18090,0.001952986,17.67325413,11.25652849,10.54835667,-12.23726012,27.62871194,10.39444017,15.54364287,0.376127011,4.668139617,172.9055991
0,72,1,5.97,18182,0.001753032,4.809834044,-3.101536241,14.69493568,-18.31310306,49.41034525,18.55799613,25.64734319,0.406839523,5.017980161,194.6181928
0,72,1,5.83,18182,0.002106349,5.556630304,-0.267087598,20.15575756,-19.90824084,62.18113447,7.917477331,21.26991933,0.398036423,4.438318791,234.6974994
0,72,1,5.97,18182,0.001929974,2.483749514,0.371390769,13.68690608,-18.14617168,44.00228905,8.146582914,20.88483656,0.447628305,4.033920313,212.9493261
0,72,1,5.97,18182,0.002091227,-0.647499921,-3.900592033,21.55463958,-19.64344179,93.89162296,7.102744058,19.6034403,0.50036543,5.075912216,266.1885672
0,72,1,5.97,18226,0.001766873,22.62481433,-2.59010574,24.56350802,-13.27651138,175.0440756,14.32083509,22.89901446,0.411434142,4.691646817,281.0609001
0,72,1,5.97,18226,0.001826633,22.56438285,4.325130179,27.97021058,-13.61330044,119.2583141,9.039694209,11.11460194,0.643321942,3.822885989,294.2143596
0,72,1,5.97,18226,0.001857744,27.09741825,-6.444786518,34.7990227,-13.0773992,123.9703555,6.493278691,11.44460573,0.466446968,3.413463744,242.7250221
0,72,1,5.67,18226,0.001489671,23.33041705,-8.83495754,28.96100687,-11.23266614,69.33620064,13.50304912,12.56354536,0.66463274,3.678131142,199.6203712
0,72,1,5.97,18231,0.002524445,20.11954704,-6.793440726,12.49436661,-14.58759417,25.3748954,15.44305255,17.43073623,0.536300973,5.86513311,161.5696746
0,72,1,5.97,18231,0.002916041,20.83964273,-9.785550648,20.11915927,-16.73685465,166.722008,13.23916782,14.66889376,0.499477697,4.861460251,181.1595652
0,72,1,4.93,18231,0.002411387,16.65874346,-10.45240737,14.41353625,-17.5251764,130.0728599,12.2885067,13.90916203,0.420148342,5.571146159,165.2021406
0,72,1,6.01,18231,0.00270915,17.71776559,-10.83029656,20.14560754,-17.18181447,217.9519716,17.40957792,15.15204863,0.514885178,5.005685429,219.7446504
0,72,1,5.97,18242,0.00160809,21.9223844,-7.432676664,52.32422924,-14.64289987,114.0515441,9.188678651,18.95699988,0.372007449,5.382404473,154.5754746
0,72,1,5.97,18242,0.001738433,19.89481254,-1.156177232,40.8894422,-13.36655916,75.63219298,10.85595007,13.10186092,0.396351212,4.477054637,201.0964497
0,72,1,6.01,18242,0.001805187,23.13713798,-8.956091198,50.10568028,-12.80582531,92.33887391,10.31714645,17.59235847,0.311774035,4.719124285,207.4302126
0,72,1,6.01,18242,0.002012685,22.52588037,-12.11478575,54.20534626,-9.294402254,82.77868992,12.52769816,16.48572136,0.288003801,4.854204475,191.2638361
0,72,1,5.97,18523,0.001896285,19.03549236,-1.968821806,20.02460139,-13.34086435,56.11262966,13.61666177,14.08618493,0.445911268,4.173212942,203.6016953
0,72,1,5.97,18523,0.001946821,14.71987235,-2.359749189,13.01793998,-8.115443421,47.35711326,14.36711816,14.98629087,0.619337984,3.752601997,278.073071
0,72,1,5.97,18523,0.001965026,14.03326536,0.701773777,11.44851759,-9.708350287,22.23746504,13.19255768,16.53498404,0.086421498,4.515914595,166.7008288
0,72,1,5.93,18523,0.001646081,13.11737843,-1.850153773,11.49838177,-13.24345451,33.39493342,10.16766986,14.98226452,0.537121123,3.624823037,162.1219625
0,72,1,5.97,18524,0.001950002,19.32069715,4.932091851,18.83167994,-15.83601191,32.72023853,11.11011859,16.84731041,0.443906911,5.382042762,220.761388
0,72,1,5.97,18524,0.001989991,14.7688455,5.21686621,12.18114333,-13.83357941,35.8610117,9.97080347,14.22087252,0.596312589,3.706642506,197.602749
0,72,1,5.97,18524,0.002100076,15.23248568,7.85087782,12.50018033,-14.69080394,47.09386862,5.138070177,14.97886588,0.476204074,4.319073696,164.0367342
0,72,1,5.97,18524,0.001975931,16.2375323,6.505357264,10.2314413,-12.50800101,33.02184986,8.973133028,17.36958969,0.406671836,4.845382102,200.6468333
0,72,1,5.97,18577,0.001275984,25.27363724,-11.90674718,47.86909655,-15.01134423,136.380107,18.43267709,14.07045684,0.387300175,6.164739564,203.3595275
0,72,1,5.97,18577,0.001526032,26.58774509,-14.79320591,56.43594676,-14.64866358,120.3977327,19.16626588,15.68973406,0.389511684,6.0628904,252.8326593
0,72,1,5.53,18577,0.001373467,24.37085883,-13.86659558,61.51042747,-14.02331206,94.4863046,19.4064998,15.48313639,0.365792275,7.540174094,376.993635
0,72,1,6.01,18577,0.001649844,20.21090862,-3.699141067,51.97128104,-15.96923681,92.64432725,11.20080186,18.10921469,0.385984187,4.986359836,263.0477147
0,72,1,5.97,18743,0.001663185,3.60298399,-6.341911622,53.97788194,-17.1496674,150.6376597,5.893255744,10.22857913,0.48535751,3.596385335,235.7915723
0,72,1,5.97,18743,0.001742447,2.1179013,-1.761234769,50.76186856,-15.66582951,110.9447702,0.997467173,6.869892668,0.396660084,3.081742391,178.48825
0,72,1,6.21,18743,0.001612708,2.415752666,-4.823443604,42.47081536,-18.42170168,84.97146217,1.560499033,10.17955055,0.463086802,3.283772645,164.4825476
0,72,2,5.75,18913,0.002607184,24.4492331,-2.487376037,19.87822603,-15.62934177,48.91387521,7.672527544,17.56989733,0.343134012,4.868786571,237.7990354
0,72,2,6.01,18913,0.00303894,19.54692054,-3.530826016,22.65070494,-18.11842365,85.71087234,10.0079636,22.49618593,0.38161134,4.270921148,276.3599718
0,72,2,5.97,18913,0.002239453,18.07192736,-2.808727145,18.40925045,-16.15093902,39.29095287,4.975439375,19.5393006,0.465566929,4.67826735,251.6550159
0,72,2,5.97,18915,0.00223667,30.78536182,-1.847149386,22.40130882,-16.59566622,84.97274015,8.192121375,21.61535864,0.253935007,6.406888101,178.5569548
0,72,2,5.65,18915,0.001629749,25.48804457,-4.82281835,22.46444356,-15.98756668,85.56848624,8.895892891,19.38373999,0.3618299,5.960737342,185.9060154
0,72,2,6.01,18915,0.001654296,26.62128836,-4.440153228,22.15654618,-16.76197218,45.33959629,7.781925845,23.50884332,0.334573729,5.30784785,139.729118
0,72,2,6.15,18915,0.001943475,22.86603923,-3.116236927,24.94996764,-16.63369094,103.498709,9.258025977,18.74228789,0.303825913,6.429279062,165.1913226
0,72,2,5.97,19164,0.001593462,28.47018694,-0.041986105,51.25997259,-11.86301637,118.6108389,-0.815109391,9.792551088,0.332338531,4.170803252,155.6136139
0,72,2,5.97,19164,0.001401749,28.88352561,-3.882532051,58.60918297,-14.0866945,122.8399203,4.084775746,14.99981091,0.332374567,4.677575168,183.2535007
0,72,2,5.97,19164,0.001531142,28.58613128,1.722689068,55.05279172,-14.32867918,139.0254959,11.06031009,10.8267553,0.233770506,4.537444197,193.7249803
0,72,2,6.01,19164,0.001432672,26.33504467,-4.020393051,69.30516286,-14.85838158,146.8288432,7.889973065,5.51681685,0.406658457,3.456900646,189.7865342
0,72,2,5.97,19281,0.001049038,22.46076837,0.169236788,37.6202296,-12.02822545,72.79269748,5.183488091,9.731762678,0.615596041,2.882287485,207.4345287
0,72,2,6.01,19281,0.001938956,23.93650194,8.811596711,34.22506949,-10.82112863,67.93923889,18.60783754,21.88320492,0.622694589,3.627274789,213.0293252
0,72,2,6.01,19281,0.001342043,22.11433188,-7.769321496,41.94242832,-11.61917289,89.18573114,-3.107964846,6.938154105,0.55089362,3.310951427,232.6415095
0,72,2,5.97,19281,0.001223106,21.28415657,0.82696497,39.46634096,-11.93700881,92.70244221,-4.910144189,8.458087897,0.545093119,3.518287504,219.8414149
0,72,2,5.97,19535,0.002744826,10.32487047,0.647261754,12.6651419,-12.78270344,34.19014647,17.06244366,19.86195091,0.52760958,4.414500706,272.7925794
0,72,2,5.97,19535,0.002374292,6.958088193,1.01035345,4.396503386,-9.876142481,28.92341933,18.21940396,17.81831321,0.56681389,3.784684033,309.0977475
0,72,2,5.97,19535,0.002719994,7.371318603,0.862052464,5.555811284,-11.78255755,32.6829221,19.11411095,17.51684961,0.485489336,4.129524115,269.3108243
0,72,2,6.07,19654,0.00132273,30.55919386,3.626971611,25.33438489,-15.09506749,59.68473207,9.25536545,25.45434265,0.383998998,4.578104657,215.7608339
0,72,2,5.57,19654,0.001487615,25.87947143,5.222259151,20.57836706,-17.8806953,42.29728047,0.414516205,19.83584935,0.582139974,4.274040437,249.2926525
0,72,2,5.77,19654,0.000878334,22.23070998,2.344170829,23.0396577,-18.85312963,53.89230019,2.603373727,16.80958868,0.416461854,3.465827635,205.4636792
0,72,2,5.97,19654,0.001128691,24.02930506,0.349277148,21.9536475,-16.55324574,62.64777956,2.92948208,19.68943299,0.52245183,4.230890178,216.2085993
0,72,2,5.95,19723,0.001336871,20.48416583,3.889370238,67.71062266,-11.80654178,168.8497387,6.801628194,23.10668098,0.19030497,5.093885634,343.6505332
0,72,2,5.59,19723,0.001438782,17.72277799,2.797442622,66.1615902,-13.3274124,167.1892631,10.70838602,25.14957098,0.410889202,4.033003049,250.1685909
0,72,2,5.79,19723,0.001206801,20.14707208,7.765262106,76.50139992,-12.20633683,138.3957148,4.266125503,23.48290437,0.27489686,3.365975057,323.7392168
0,72,2,5.97,19723,0.001282541,17.83111413,3.791437122,83.23121327,-12.80968309,151.4768968,14.1327356,20.04781363,0.614605588,4.736784482,260.5125862
0,72,2,5.97,19904,0.001702717,9.570789719,3.27610706,22.39604941,-12.81297591,103.2536429,9.725813943,44.27549267,0.530387429,3.581004196,231.0454734
0,72,2,5.51,19904,0.002002558,13.72371168,6.818859506,20.01578936,-8.14636199,90.96988529,10.06413129,36.23767223,0.554279201,2.257706625,206.8604539
0,72,2,5.69,19904,0.002127924,10.74087072,-0.134562136,24.02072511,-10.3725031,94.21510683,7.588784769,32.49301709,0.469899453,4.604641552,227.3769286
0,72,2,5.97,19904,0.002030067,12.32790698,2.716785471,25.06642493,-12.03785055,57.43284178,7.089577802,30.80287292,0.339022028,3.295983677,229.2830542
0,72,2,5.51,20043,0.001519903,14.17324853,10.75727043,30.97123882,-18.4399268,64.01556623,14.57698917,19.44513681,0.127788619,6.159874341,259.6350646
0,72,2,6.01,20043,0.002495527,15.24040835,4.687034442,27.03601929,-20.62033382,113.9093513,15.5097665,22.97730675,0.418921952,6.396021216,268.5239524
0,72,2,5.97,20043,0.00131058,9.897762598,9.173438855,28.0096823,-21.22013799,74.5757327,20.55214224,22.51256986,0.301835929,6.310591448,281.7268967
0,72,2,6.11,20043,0.001426645,8.660471122,7.058151501,27.82735298,-22.75309005,71.40000762,11.32480281,14.08785235,0.25941628,6.209206377,272.1280311
0,72,2,5.97,20312,0.001955292,20.99747135,-2.088986172,12.2021754,-13.34367432,120.3549827,15.08964186,28.76525571,0.570669093,4.410670755,234.8004373
0,72,2,5.67,20312,0.002059815,21.04902898,-0.456312765,11.83809414,-13.64600033,20.85736967,21.43041761,21.96059092,0.486737373,3.433777172,318.652958
0,72,2,5.97,20312,0.001878245,18.74392681,2.220500947,12.85503336,-12.46807126,145.5804449,21.00834474,28.68399108,0.550276262,4.249587306,239.6968271
